Grid_Number,num_Government_Facilities
2137,70.0
2138,72.0
2139,75.0
2140,87.0
2141,101.0
2142,110.0
2143,109.0
2144,114.0
2145,118.0
2146,124.0
2147,131.0
2148,156.0
2149,154.0
2150,158.0
2151,162.0
2152,45.0
2153,210.0
2154,231.0
2155,262.0
2156,310.0
2157,331.0
2158,341.0
2159,65.0
2160,253.0
2161,231.0
2162,216.0
2163,194.0
2164,141.0
2165,77.0
2166,50.0
2167,35.0
2168,22.0
2169,11.0
2170,9.0
2171,9.0
2172,10.0
2173,10.0
2174,11.0
2175,10.0
2176,11.0
2177,11.0
2178,9.0
2179,8.0
2180,8.0
2181,7.0
2182,6.0
2183,5.0
2184,5.0
2185,12.0
2186,19.0
2187,21.0
2188,21.0
2189,22.0
2190,24.0
2191,26.0
2192,28.0
2193,33.0
2194,38.0
2195,44.0
2196,56.0
2197,58.0
2198,63.0
2199,74.0
2200,89.0
2201,98.0
2202,99.0
2203,105.0
2204,100.0
2205,106.0
2206,103.0
2207,97.0
2208,110.0
2209,116.0
2210,146.0
2211,165.0
2212,31.0
2213,53.0
2214,57.0
2215,268.0
2216,36.0
2217,31.0
2218,57.0
2219,59.0
2220,206.0
2221,180.0
2222,155.0
2223,107.0
2224,62.0
2225,30.0
2226,18.0
2227,12.0
2228,12.0
2229,9.0
2230,9.0
2231,9.0
2232,10.0
2233,11.0
2234,10.0
2235,11.0
2236,11.0
2237,9.0
2238,9.0
2239,8.0
2240,7.0
2241,4.0
2242,5.0
2243,5.0
2244,11.0
2245,21.0
2246,20.0
2247,21.0
2248,23.0
2249,23.0
2250,25.0
2251,29.0
2252,31.0
2253,31.0
2254,41.0
2255,44.0
2256,51.0
2257,61.0
2258,67.0
2259,73.0
2260,84.0
2261,91.0
2262,83.0
2263,70.0
2264,73.0
2265,76.0
2266,61.0
2267,85.0
2268,98.0
2269,130.0
2270,149.0
2271,171.0
2272,197.0
2273,65.0
2274,221.0
2275,42.0
2276,258.0
2277,52.0
2278,63.0
2279,53.0
2280,163.0
2281,122.0
2282,91.0
2283,54.0
2284,36.0
2285,13.0
2286,12.0
2287,9.0
2288,8.0
2289,8.0
2290,12.0
2291,14.0
2292,15.0
2293,12.0
2294,11.0
2295,9.0
2296,10.0
2297,9.0
2298,8.0
2299,5.0
2300,4.0
2301,4.0
2302,4.0
2303,6.0
2304,20.0
2305,20.0
2306,21.0
2307,21.0
2308,23.0
2309,28.0
2310,28.0
2311,31.0
2312,28.0
2313,37.0
2314,42.0
2315,46.0
2316,52.0
2317,57.0
2318,60.0
2319,66.0
2320,64.0
2321,51.0
2322,47.0
2323,48.0
2324,50.0
2325,51.0
2326,65.0
2327,80.0
2328,116.0
2329,147.0
2330,164.0
2331,165.0
2332,187.0
2333,201.0
2334,228.0
2335,237.0
2336,231.0
2337,191.0
2338,165.0
2339,131.0
2340,106.0
2341,82.0
2342,45.0
2343,25.0
2344,14.0
2345,10.0
2346,6.0
2347,10.0
2348,10.0
2349,10.0
2350,14.0
2351,14.0
2352,13.0
2353,13.0
2354,9.0
2355,10.0
2356,5.0
2357,7.0
2358,5.0
2359,4.0
2360,3.0
2361,6.0
2362,6.0
2363,14.0
2364,23.0
2365,22.0
2366,20.0
2367,21.0
2368,27.0
2369,30.0
2370,21.0
2371,26.0
2372,33.0
2373,44.0
2374,42.0
2375,41.0
2376,45.0
2377,47.0
2378,50.0
2379,43.0
2380,34.0
2381,36.0
2382,38.0
2383,36.0
2384,37.0
2385,44.0
2386,60.0
2387,88.0
2388,122.0
2389,148.0
2390,155.0
2391,168.0
2392,176.0
2393,44.0
2394,209.0
2395,203.0
2396,171.0
2397,154.0
2398,129.0
2399,91.0
2400,49.0
2401,37.0
2402,22.0
2403,15.0
2404,8.0
2405,7.0
2406,9.0
2407,9.0
2408,9.0
2409,9.0
2410,10.0
2411,11.0
2412,13.0
2413,10.0
2414,10.0
2415,10.0
2416,9.0
2417,6.0
2418,3.0
2419,5.0
2420,5.0
2421,5.0
2422,8.0
2423,15.0
2424,19.0
2425,23.0
2426,25.0
2427,26.0
2428,22.0
2429,16.0
2430,28.0
2431,42.0
2432,44.0
2433,48.0
2434,53.0
2435,48.0
2436,35.0
2437,31.0
2438,25.0
2439,28.0
2440,29.0
2441,29.0
2442,33.0
2443,37.0
2444,40.0
2445,56.0
2446,66.0
2447,86.0
2448,128.0
2449,145.0
2450,163.0
2451,175.0
2452,166.0
2453,185.0
2454,169.0
2455,155.0
2456,136.0
2457,105.0
2458,66.0
2459,43.0
2460,28.0
2461,17.0
2462,14.0
2463,10.0
2464,11.0
2465,11.0
2466,11.0
2467,10.0
2468,11.0
2469,11.0
2470,10.0
2471,13.0
2472,13.0
2473,9.0
2474,9.0
2475,9.0
2476,6.0
2477,4.0
2478,4.0
2479,8.0
2480,9.0
2481,10.0
2482,10.0
2483,13.0
2484,14.0
2485,15.0
2486,12.0
2487,15.0
2488,26.0
2489,35.0
2490,32.0
2491,40.0
2492,44.0
2493,44.0
2494,42.0
2495,36.0
2496,14.0
2497,15.0
2498,35.0
2499,37.0
2500,39.0
2501,40.0
2502,42.0
2503,36.0
2504,45.0
2505,52.0
2506,62.0
2507,75.0
2508,117.0
2509,139.0
2510,150.0
2511,141.0
2512,131.0
2513,124.0
2514,123.0
2515,105.0
2516,80.0
2517,54.0
2518,39.0
2519,40.0
2520,36.0
2521,35.0
2522,30.0
2523,18.0
2524,10.0
2525,10.0
2526,11.0
2527,11.0
2528,13.0
2529,11.0
2530,10.0
2531,10.0
2532,8.0
2533,8.0
2534,7.0
2535,6.0
2536,5.0
2537,5.0
2538,9.0
2539,8.0
2540,10.0
2541,12.0
2542,13.0
2543,14.0
2544,12.0
2545,12.0
2546,17.0
2547,33.0
2548,38.0
2549,40.0
2550,42.0
2551,37.0
2552,30.0
2553,28.0
2554,26.0
2555,19.0
2556,25.0
2557,32.0
2558,34.0
2559,36.0
2560,37.0
2561,41.0
2562,40.0
2563,42.0
2564,45.0
2565,48.0
2566,51.0
2567,82.0
2568,104.0
2569,111.0
2570,122.0
2571,111.0
2572,104.0
2573,99.0
2574,84.0
2575,57.0
2576,48.0
2577,46.0
2578,46.0
2579,42.0
2580,39.0
2581,35.0
2582,34.0
2583,26.0
2584,11.0
2585,10.0
2586,11.0
2587,12.0
2588,13.0
2589,12.0
2590,12.0
2591,9.0
2592,9.0
2593,5.0
2594,5.0
2595,5.0
2596,6.0
2597,7.0
2598,9.0
2599,13.0
2600,13.0
2601,14.0
2602,15.0
2603,16.0
2604,18.0
2605,33.0
2606,42.0
2607,44.0
2608,44.0
2609,39.0
2610,38.0
2611,36.0
2612,29.0
2613,23.0
2614,28.0
2615,23.0
2616,31.0
2617,30.0
2618,32.0
2619,32.0
2620,32.0
2621,35.0
2622,38.0
2623,36.0
2624,41.0
2625,43.0
2626,58.0
2627,87.0
2628,91.0
2629,96.0
2630,89.0
2631,85.0
2632,73.0
2633,59.0
2634,44.0
2635,50.0
2636,50.0
2637,48.0
2638,41.0
2639,38.0
2640,36.0
2641,37.0
2642,37.0
2643,16.0
2644,10.0
2645,10.0
2646,12.0
2647,12.0
2648,14.0
2649,13.0
2650,8.0
2651,8.0
2652,9.0
2653,5.0
2654,4.0
2655,6.0
2656,9.0
2657,10.0
2658,13.0
2659,16.0
2660,23.0
2661,28.0
2662,33.0
2663,43.0
2664,52.0
2665,62.0
2666,54.0
2667,50.0
2668,42.0
2669,38.0
2670,36.0
2671,30.0
2672,26.0
2673,28.0
2674,23.0
2675,30.0
2676,30.0
2677,30.0
2678,32.0
2679,30.0
2680,32.0
2681,37.0
2682,37.0
2683,32.0
2684,42.0
2685,51.0
2686,60.0
2687,73.0
2688,80.0
2689,70.0
2690,64.0
2691,54.0
2692,45.0
2693,38.0
2694,56.0
2695,47.0
2696,45.0
2697,39.0
2698,35.0
2699,37.0
2700,38.0
2701,39.0
2702,23.0
2703,11.0
2704,11.0
2705,12.0
2706,14.0
2707,11.0
2708,9.0
2709,8.0
2710,8.0
2711,8.0
2712,8.0
2713,3.0
2714,8.0
2715,10.0
2716,12.0
2717,17.0
2718,25.0
2719,38.0
2720,48.0
2721,84.0
2722,107.0
2723,116.0
2724,104.0
2725,72.0
2726,57.0
2727,52.0
2728,39.0
2729,37.0
2730,32.0
2731,27.0
2732,25.0
2733,22.0
2734,23.0
2735,29.0
2736,30.0
2737,31.0
2738,31.0
2739,33.0
2740,30.0
2741,23.0
2742,24.0
2743,30.0
2744,44.0
2745,52.0
2746,62.0
2747,52.0
2748,52.0
2749,51.0
2750,45.0
2751,40.0
2752,38.0
2753,49.0
2754,44.0
2755,42.0
2756,38.0
2757,37.0
2758,36.0
2759,37.0
2760,37.0
2761,32.0
2762,12.0
2763,12.0
2764,15.0
2765,16.0
2766,10.0
2767,6.0
2768,8.0
2769,8.0
2770,8.0
2771,5.0
2772,4.0
2773,7.0
2774,11.0
2775,15.0
2776,20.0
2777,36.0
2778,49.0
2779,87.0
2780,102.0
2781,112.0
2782,116.0
2783,124.0
2784,113.0
2785,80.0
2786,53.0
2787,48.0
2788,38.0
2789,34.0
2790,26.0
2791,22.0
2792,22.0
2793,22.0
2794,22.0
2795,28.0
2796,30.0
2797,29.0
2798,32.0
2799,16.0
2800,12.0
2801,13.0
2802,15.0
2803,23.0
2804,24.0
2805,30.0
2806,41.0
2807,44.0
2808,40.0
2809,39.0
2810,36.0
2811,32.0
2812,45.0
2813,43.0
2814,37.0
2815,36.0
2816,35.0
2817,36.0
2818,38.0
2819,38.0
2820,26.0
2821,8.0
2822,8.0
2823,11.0
2824,12.0
2825,7.0
2826,6.0
2827,5.0
2828,8.0
2829,5.0
2830,5.0
2831,3.0
2832,6.0
2833,9.0
2834,17.0
2835,27.0
2836,37.0
2837,76.0
2838,97.0
2839,103.0
2840,110.0
2841,115.0
2842,114.0
2843,119.0
2844,105.0
2845,61.0
2846,49.0
2847,40.0
2848,34.0
2849,13.0
2850,21.0
2851,21.0
2852,21.0
2853,20.0
2854,20.0
2855,20.0
2856,21.0
2857,19.0
2858,8.0
2859,8.0
2860,9.0
2861,12.0
2862,14.0
2863,18.0
2864,18.0
2865,22.0
2866,24.0
2867,25.0
2868,26.0
2869,24.0
2870,18.0
2871,35.0
2872,39.0
2873,36.0
2874,36.0
2875,35.0
2876,32.0
2877,36.0
2878,37.0
2879,21.0
2880,9.0
2881,8.0
2882,12.0
2883,8.0
2884,6.0
2885,5.0
2886,5.0
2887,5.0
2888,4.0
2889,3.0
2890,3.0
2891,6.0
2892,7.0
2893,15.0
2894,27.0
2895,38.0
2896,81.0
2897,97.0
2898,100.0
2899,106.0
2900,113.0
2901,114.0
2902,105.0
2903,95.0
2904,81.0
2905,51.0
2906,29.0
2907,17.0
2908,11.0
2909,9.0
2910,20.0
2911,18.0
2912,19.0
2913,19.0
2914,17.0
2915,17.0
2916,10.0
2917,8.0
2918,7.0
2919,7.0
2920,9.0
2921,10.0
2922,12.0
2923,14.0
2924,15.0
2925,16.0
2926,14.0
2927,15.0
2928,15.0
2929,12.0
2930,22.0
2931,37.0
2932,35.0
2933,34.0
2934,31.0
2935,32.0
2936,33.0
2937,33.0
2938,12.0
2939,9.0
2940,7.0
2941,6.0
2942,7.0
2943,7.0
2944,5.0
2945,4.0
2946,4.0
2947,3.0
2948,3.0
2949,3.0
2950,4.0
2951,6.0
2952,13.0
2953,24.0
2954,37.0
2955,69.0
2956,91.0
2957,98.0
2958,100.0
2959,107.0
2960,110.0
2961,104.0
2962,92.0
2963,69.0
2964,38.0
2965,19.0
2966,9.0
2967,9.0
2968,7.0
2969,8.0
2970,16.0
2971,18.0
2972,16.0
2973,16.0
2974,7.0
2975,6.0
2976,5.0
2977,6.0
2978,6.0
2979,8.0
2980,8.0
2981,11.0
2982,13.0
2983,13.0
2984,13.0
2985,14.0
2986,14.0
2987,11.0
2988,10.0
2989,10.0
2990,20.0
2991,34.0
2992,34.0
2993,31.0
2994,32.0
2995,32.0
2996,12.0
2997,8.0
2998,7.0
2999,6.0
3000,6.0
3001,7.0
3002,6.0
3003,5.0
3004,4.0
3005,3.0
3006,3.0
3007,3.0
3008,3.0
