Grid_Number,Ban_n_Utilities
2137,48.0
2138,61.0
2139,73.0
2140,81.0
2141,93.0
2142,106.0
2143,121.0
2144,130.0
2145,140.0
2146,157.0
2147,152.0
2148,175.0
2149,194.0
2150,190.0
2151,200.0
2152,4.0
2153,257.0
2154,302.0
2155,331.0
2156,341.0
2157,364.0
2158,371.0
2159,12.0
2160,325.0
2161,291.0
2162,249.0
2163,212.0
2164,163.0
2165,117.0
2166,79.0
2167,50.0
2168,27.0
2169,18.0
2170,13.0
2171,10.0
2172,10.0
2173,8.0
2174,8.0
2175,9.0
2176,11.0
2177,10.0
2178,8.0
2179,7.0
2180,6.0
2181,6.0
2182,5.0
2183,2.0
2184,2.0
2185,5.0
2186,8.0
2187,9.0
2188,11.0
2189,11.0
2190,12.0
2191,14.0
2192,14.0
2193,14.0
2194,21.0
2195,31.0
2196,39.0
2197,49.0
2198,56.0
2199,73.0
2200,87.0
2201,93.0
2202,106.0
2203,111.0
2204,112.0
2205,115.0
2206,126.0
2207,132.0
2208,141.0
2209,140.0
2210,179.0
2211,194.0
2212,11.0
2213,11.0
2214,19.0
2215,324.0
2216,15.0
2217,13.0
2218,15.0
2219,13.0
2220,267.0
2221,230.0
2222,188.0
2223,133.0
2224,95.0
2225,59.0
2226,27.0
2227,15.0
2228,13.0
2229,14.0
2230,9.0
2231,9.0
2232,7.0
2233,8.0
2234,8.0
2235,5.0
2236,7.0
2237,5.0
2238,5.0
2239,5.0
2240,5.0
2241,3.0
2242,2.0
2243,4.0
2244,6.0
2245,9.0
2246,8.0
2247,10.0
2248,10.0
2249,10.0
2250,10.0
2251,14.0
2252,14.0
2253,24.0
2254,29.0
2255,33.0
2256,39.0
2257,53.0
2258,62.0
2259,71.0
2260,80.0
2261,87.0
2262,76.0
2263,76.0
2264,72.0
2265,78.0
2266,73.0
2267,95.0
2268,122.0
2269,162.0
2270,173.0
2271,211.0
2272,237.0
2273,33.0
2274,280.0
2275,8.0
2276,312.0
2277,6.0
2278,10.0
2279,12.0
2280,181.0
2281,159.0
2282,125.0
2283,82.0
2284,48.0
2285,25.0
2286,16.0
2287,11.0
2288,11.0
2289,8.0
2290,6.0
2291,7.0
2292,8.0
2293,6.0
2294,6.0
2295,4.0
2296,5.0
2297,5.0
2298,5.0
2299,3.0
2300,3.0
2301,2.0
2302,2.0
2303,4.0
2304,8.0
2305,8.0
2306,8.0
2307,8.0
2308,8.0
2309,9.0
2310,10.0
2311,13.0
2312,22.0
2313,25.0
2314,28.0
2315,33.0
2316,44.0
2317,55.0
2318,65.0
2319,62.0
2320,64.0
2321,55.0
2322,59.0
2323,54.0
2324,53.0
2325,55.0
2326,64.0
2327,91.0
2328,137.0
2329,166.0
2330,186.0
2331,200.0
2332,228.0
2333,276.0
2334,288.0
2335,280.0
2336,254.0
2337,213.0
2338,184.0
2339,154.0
2340,134.0
2341,116.0
2342,67.0
2343,38.0
2344,22.0
2345,17.0
2346,14.0
2347,7.0
2348,7.0
2349,3.0
2350,3.0
2351,3.0
2352,4.0
2353,5.0
2354,4.0
2355,4.0
2356,4.0
2357,5.0
2358,3.0
2359,0.0
2360,2.0
2361,3.0
2362,3.0
2363,8.0
2364,9.0
2365,7.0
2366,8.0
2367,8.0
2368,8.0
2369,10.0
2370,12.0
2371,14.0
2372,23.0
2373,31.0
2374,35.0
2375,32.0
2376,46.0
2377,49.0
2378,51.0
2379,51.0
2380,39.0
2381,32.0
2382,30.0
2383,28.0
2384,34.0
2385,43.0
2386,66.0
2387,101.0
2388,133.0
2389,161.0
2390,174.0
2391,188.0
2392,221.0
2393,3.0
2394,245.0
2395,219.0
2396,184.0
2397,146.0
2398,137.0
2399,120.0
2400,92.0
2401,64.0
2402,41.0
2403,26.0
2404,17.0
2405,14.0
2406,9.0
2407,5.0
2408,3.0
2409,3.0
2410,3.0
2411,4.0
2412,4.0
2413,4.0
2414,4.0
2415,4.0
2416,4.0
2417,4.0
2418,1.0
2419,3.0
2420,3.0
2421,3.0
2422,3.0
2423,8.0
2424,9.0
2425,7.0
2426,6.0
2427,6.0
2428,6.0
2429,8.0
2430,16.0
2431,29.0
2432,31.0
2433,38.0
2434,41.0
2435,40.0
2436,34.0
2437,35.0
2438,26.0
2439,29.0
2440,22.0
2441,20.0
2442,27.0
2443,28.0
2444,36.0
2445,52.0
2446,79.0
2447,105.0
2448,150.0
2449,155.0
2450,170.0
2451,203.0
2452,204.0
2453,207.0
2454,177.0
2455,162.0
2456,135.0
2457,114.0
2458,104.0
2459,81.0
2460,48.0
2461,38.0
2462,26.0
2463,15.0
2464,13.0
2465,11.0
2466,3.0
2467,3.0
2468,3.0
2469,3.0
2470,3.0
2471,4.0
2472,4.0
2473,4.0
2474,4.0
2475,4.0
2476,3.0
2477,3.0
2478,0.0
2479,3.0
2480,3.0
2481,3.0
2482,5.0
2483,7.0
2484,5.0
2485,7.0
2486,8.0
2487,6.0
2488,14.0
2489,19.0
2490,19.0
2491,29.0
2492,37.0
2493,38.0
2494,40.0
2495,38.0
2496,20.0
2497,17.0
2498,23.0
2499,27.0
2500,27.0
2501,22.0
2502,24.0
2503,28.0
2504,38.0
2505,41.0
2506,68.0
2507,97.0
2508,125.0
2509,136.0
2510,153.0
2511,168.0
2512,147.0
2513,149.0
2514,139.0
2515,115.0
2516,95.0
2517,88.0
2518,68.0
2519,54.0
2520,47.0
2521,43.0
2522,30.0
2523,17.0
2524,11.0
2525,5.0
2526,3.0
2527,3.0
2528,3.0
2529,3.0
2530,3.0
2531,1.0
2532,2.0
2533,2.0
2534,3.0
2535,3.0
2536,3.0
2537,0.0
2538,3.0
2539,3.0
2540,5.0
2541,5.0
2542,5.0
2543,5.0
2544,6.0
2545,5.0
2546,9.0
2547,20.0
2548,21.0
2549,27.0
2550,30.0
2551,30.0
2552,29.0
2553,27.0
2554,29.0
2555,22.0
2556,25.0
2557,25.0
2558,28.0
2559,26.0
2560,25.0
2561,24.0
2562,23.0
2563,30.0
2564,30.0
2565,40.0
2566,64.0
2567,87.0
2568,96.0
2569,107.0
2570,114.0
2571,115.0
2572,117.0
2573,117.0
2574,101.0
2575,85.0
2576,61.0
2577,67.0
2578,64.0
2579,55.0
2580,48.0
2581,39.0
2582,33.0
2583,24.0
2584,5.0
2585,3.0
2586,3.0
2587,3.0
2588,3.0
2589,5.0
2590,6.0
2591,5.0
2592,3.0
2593,2.0
2594,4.0
2595,2.0
2596,3.0
2597,3.0
2598,5.0
2599,5.0
2600,8.0
2601,8.0
2602,10.0
2603,13.0
2604,20.0
2605,27.0
2606,33.0
2607,35.0
2608,38.0
2609,36.0
2610,31.0
2611,33.0
2612,31.0
2613,27.0
2614,30.0
2615,26.0
2616,26.0
2617,27.0
2618,26.0
2619,24.0
2620,21.0
2621,22.0
2622,26.0
2623,27.0
2624,32.0
2625,45.0
2626,64.0
2627,68.0
2628,79.0
2629,85.0
2630,85.0
2631,91.0
2632,90.0
2633,75.0
2634,64.0
2635,62.0
2636,70.0
2637,62.0
2638,54.0
2639,40.0
2640,34.0
2641,30.0
2642,26.0
2643,12.0
2644,3.0
2645,3.0
2646,3.0
2647,4.0
2648,6.0
2649,9.0
2650,8.0
2651,8.0
2652,8.0
2653,5.0
2654,4.0
2655,3.0
2656,5.0
2657,7.0
2658,8.0
2659,8.0
2660,12.0
2661,24.0
2662,33.0
2663,31.0
2664,38.0
2665,52.0
2666,51.0
2667,43.0
2668,42.0
2669,34.0
2670,33.0
2671,34.0
2672,29.0
2673,30.0
2674,26.0
2675,29.0
2676,24.0
2677,24.0
2678,22.0
2679,19.0
2680,19.0
2681,18.0
2682,24.0
2683,25.0
2684,41.0
2685,54.0
2686,63.0
2687,70.0
2688,78.0
2689,74.0
2690,73.0
2691,71.0
2692,63.0
2693,49.0
2694,70.0
2695,63.0
2696,60.0
2697,50.0
2698,46.0
2699,34.0
2700,35.0
2701,31.0
2702,18.0
2703,4.0
2704,4.0
2705,4.0
2706,10.0
2707,0.0
2708,7.0
2709,8.0
2710,8.0
2711,8.0
2712,8.0
2713,4.0
2714,5.0
2715,6.0
2716,8.0
2717,7.0
2718,12.0
2719,24.0
2720,36.0
2721,53.0
2722,74.0
2723,83.0
2724,83.0
2725,68.0
2726,58.0
2727,48.0
2728,41.0
2729,32.0
2730,30.0
2731,33.0
2732,27.0
2733,23.0
2734,24.0
2735,23.0
2736,23.0
2737,22.0
2738,19.0
2739,19.0
2740,14.0
2741,13.0
2742,17.0
2743,26.0
2744,45.0
2745,55.0
2746,56.0
2747,57.0
2748,60.0
2749,61.0
2750,51.0
2751,50.0
2752,48.0
2753,66.0
2754,54.0
2755,51.0
2756,48.0
2757,39.0
2758,35.0
2759,34.0
2760,30.0
2761,20.0
2762,4.0
2763,4.0
2764,9.0
2765,10.0
2766,10.0
2767,0.0
2768,6.0
2769,8.0
2770,8.0
2771,8.0
2772,5.0
2773,3.0
2774,5.0
2775,6.0
2776,11.0
2777,15.0
2778,33.0
2779,56.0
2780,71.0
2781,79.0
2782,84.0
2783,91.0
2784,88.0
2785,76.0
2786,49.0
2787,41.0
2788,33.0
2789,32.0
2790,27.0
2791,23.0
2792,22.0
2793,22.0
2794,21.0
2795,23.0
2796,23.0
2797,19.0
2798,19.0
2799,10.0
2800,6.0
2801,6.0
2802,11.0
2803,20.0
2804,36.0
2805,42.0
2806,41.0
2807,47.0
2808,43.0
2809,43.0
2810,38.0
2811,41.0
2812,55.0
2813,48.0
2814,42.0
2815,37.0
2816,35.0
2817,34.0
2818,30.0
2819,30.0
2820,19.0
2821,4.0
2822,4.0
2823,10.0
2824,10.0
2825,10.0
2826,0.0
2827,7.0
2828,6.0
2829,8.0
2830,6.0
2831,0.0
2832,2.0
2833,6.0
2834,8.0
2835,11.0
2836,20.0
2837,47.0
2838,65.0
2839,75.0
2840,78.0
2841,83.0
2842,82.0
2843,89.0
2844,84.0
2845,62.0
2846,46.0
2847,34.0
2848,29.0
2849,21.0
2850,20.0
2851,20.0
2852,18.0
2853,19.0
2854,21.0
2855,22.0
2856,19.0
2857,15.0
2858,6.0
2859,5.0
2860,4.0
2861,6.0
2862,11.0
2863,16.0
2864,22.0
2865,25.0
2866,24.0
2867,23.0
2868,26.0
2869,25.0
2870,23.0
2871,35.0
2872,34.0
2873,33.0
2874,33.0
2875,32.0
2876,30.0
2877,29.0
2878,30.0
2879,18.0
2880,4.0
2881,4.0
2882,8.0
2883,10.0
2884,2.0
2885,7.0
2886,7.0
2887,6.0
2888,6.0
2889,6.0
2890,6.0
2891,2.0
2892,5.0
2893,7.0
2894,11.0
2895,26.0
2896,50.0
2897,64.0
2898,74.0
2899,76.0
2900,81.0
2901,82.0
2902,81.0
2903,75.0
2904,70.0
2905,43.0
2906,25.0
2907,20.0
2908,17.0
2909,17.0
2910,15.0
2911,16.0
2912,17.0
2913,18.0
2914,17.0
2915,17.0
2916,12.0
2917,5.0
2918,4.0
2919,3.0
2920,5.0
2921,9.0
2922,10.0
2923,15.0
2924,16.0
2925,15.0
2926,13.0
2927,13.0
2928,11.0
2929,9.0
2930,15.0
2931,30.0
2932,30.0
2933,30.0
2934,30.0
2935,29.0
2936,28.0
2937,22.0
2938,8.0
2939,4.0
2940,4.0
2941,8.0
2942,2.0
2943,7.0
2944,7.0
2945,7.0
2946,6.0
2947,6.0
2948,6.0
2949,6.0
2950,2.0
2951,4.0
2952,7.0
2953,12.0
2954,24.0
2955,51.0
2956,60.0
2957,72.0
2958,75.0
2959,76.0
2960,82.0
2961,79.0
2962,71.0
2963,52.0
2964,37.0
2965,22.0
2966,15.0
2967,12.0
2968,9.0
2969,13.0
2970,14.0
2971,15.0
2972,13.0
2973,13.0
2974,12.0
2975,4.0
2976,3.0
2977,3.0
2978,3.0
2979,5.0
2980,4.0
2981,7.0
2982,8.0
2983,11.0
2984,13.0
2985,13.0
2986,10.0
2987,6.0
2988,2.0
2989,9.0
2990,14.0
2991,29.0
2992,30.0
2993,29.0
2994,28.0
2995,21.0
2996,14.0
2997,3.0
2998,3.0
2999,3.0
3000,4.0
3001,7.0
3002,7.0
3003,7.0
3004,0.0
3005,6.0
3006,6.0
3007,6.0
3008,3.0
