Grid_Number,Gur_popu_Education
1984,5545.0
1985,7424.0
1986,7545.0
1987,7546.0
1988,837.0
1989,957.0
1990,1950.0
1991,5008.0
1992,435.0
1993,6603.0
1994,-1.0
1995,-1.0
1996,109.0
1997,0.0
1998,0.0
1999,0.0
2000,0.0
2001,530.0
2002,1873.0
2003,1873.0
2004,532.0
2005,532.0
2006,277.0
2007,723.0
2008,217.0
2009,294.0
2010,129.0
2011,354.0
2012,526.0
2013,855.0
2014,2117.0
2015,2117.0
2016,2117.0
2017,6371.0
2018,6371.0
2019,5380.0
2020,12923.0
2021,1531.0
2022,3631.0
2023,6711.0
2024,3059.0
2025,3901.0
2026,1050.0
2027,695.0
2028,1813.0
2029,7283.0
2030,-1.0
2031,-1.0
2032,-1.0
2033,-1.0
2034,0.0
2035,86.0
2036,585.0
2037,1873.0
2038,625.0
2039,943.0
2040,-1.0
2041,172.0
2042,723.0
2043,217.0
2044,294.0
2045,254.0
2046,369.0
2047,428.0
2048,-1.0
2049,-1.0
2050,2117.0
2051,2117.0
2052,-1.0
2053,3425.0
2054,3425.0
2055,12923.0
2056,934.0
2057,1842.0
2058,149.0
2059,11737.0
2060,12806.0
2061,8618.0
2062,4095.0
2063,782.0
2064,1037.0
2065,-1.0
2066,-1.0
2067,-1.0
2068,-1.0
2069,0.0
2070,-1.0
2071,585.0
2072,1010.0
2073,625.0
2074,943.0
2075,-1.0
2076,-1.0
2077,723.0
2078,217.0
2079,-1.0
2080,-1.0
2081,353.0
2082,183.0
2083,-1.0
2084,-1.0
2085,2117.0
2086,-1.0
2087,-1.0
2088,1325.0
2089,3425.0
2090,12923.0
2091,1842.0
2092,149.0
2093,-1.0
2094,917.0
2095,1910.0
2096,3221.0
2097,5850.0
2098,7012.0
2099,3274.0
2100,-1.0
2101,-1.0
2102,-1.0
2103,-1.0
2104,-1.0
2105,-1.0
2106,-1.0
2107,-1.0
2108,-1.0
2109,-1.0
2110,-1.0
2111,-1.0
2112,-1.0
2113,-1.0
2114,-1.0
2115,-1.0
2116,-1.0
2117,-1.0
2118,-1.0
2119,-1.0
2120,-1.0
2121,-1.0
2122,-1.0
2123,-1.0
2124,-1.0
2125,-1.0
2126,-1.0
2127,-1.0
2128,-1.0
2129,-1.0
2130,-1.0
2131,5983.0
2132,-1.0
2133,-1.0
2134,-1.0
