Grid_Number,Ban_popu_Education
2002,8753.0
2003,8753.0
2004,862.0
2005,-1.0
2006,-1.0
2007,-1.0
2008,-1.0
2009,-1.0
2010,501.0
2011,1739.0
2012,1769.0
2013,1769.0
2014,1630.0
2015,2636.0
2016,1967.0
2017,675.0
2018,1202.0
2019,954.0
2020,1060.0
2021,1296.0
2022,1303.0
2023,1251.0
2024,963.0
2025,274.0
2026,957.0
2027,187.0
2028,615.0
2029,868.0
2030,960.0
2031,241.0
2032,361.0
2033,52.0
2034,106.0
2035,40.0
2036,477.0
2037,377.0
2038,501.0
2039,1197.0
2040,979.0
2041,368.0
2042,812.0
2043,643.0
2044,707.0
2045,287.0
2046,246.0
2047,59.0
2048,107.0
2049,52.0
2050,109.0
2051,118.0
2052,642.0
2053,406.0
2054,316.0
2055,1270.0
2056,672.0
2057,248.0
2058,1299.0
2059,1299.0
2060,858.0
2061,2594.0
2062,5659.0
2063,4008.0
2064,-1.0
2065,-1.0
2066,-1.0
2067,-1.0
2068,501.0
2069,501.0
2070,1296.0
2071,2184.0
2072,2184.0
2073,1630.0
2074,2636.0
2075,1361.0
2076,675.0
2077,865.0
2078,1032.0
2079,771.0
2080,1418.0
2081,146.0
2082,4381.0
2083,418.0
2084,676.0
2085,800.0
2086,304.0
2087,313.0
2088,227.0
2089,83.0
2090,34.0
2091,453.0
2092,220.0
2093,163.0
2094,117.0
2095,64.0
2096,1494.0
2097,225.0
2098,137.0
2099,56.0
2100,734.0
2101,196.0
2102,450.0
2103,562.0
2104,107.0
2105,95.0
2106,222.0
2107,154.0
2108,18.0
2109,92.0
2110,1468.0
2111,594.0
2112,600.0
2113,720.0
2114,186.0
2115,540.0
2116,247.0
2117,1360.0
2118,858.0
2119,858.0
2120,817.0
2121,4169.0
2122,4008.0
2123,-1.0
2124,-1.0
2125,-1.0
2126,632.0
2127,501.0
2128,2.0
2129,1296.0
2130,1436.0
2131,799.0
2132,2033.0
2133,2033.0
2134,598.0
2135,1000.0
2136,1236.0
2137,1628.0
2138,1245.0
2139,1639.0
2140,1026.0
2141,7099.0
2142,2226.0
2143,871.0
2144,182.0
2145,545.0
2146,584.0
2147,763.0
2148,56.0
2149,98.0
2150,167.0
2151,427.0
2152,453.0
2153,74.0
2154,153.0
2155,875.0
2156,406.0
2157,598.0
2158,145.0
2159,744.0
2160,172.0
2161,946.0
2162,242.0
2163,290.0
2164,262.0
2165,2.0
2166,0.0
2167,4.0
2168,64.0
2169,1468.0
2170,3465.0
2171,3465.0
2172,7.0
2173,2290.0
2174,1167.0
2175,801.0
2176,801.0
2177,815.0
2178,1501.0
2179,8881.0
2180,8881.0
2181,1289.0
2182,-1.0
2183,-1.0
2184,843.0
2185,843.0
2186,632.0
2187,620.0
2188,1263.0
2189,795.0
2190,604.0
2191,473.0
2192,2247.0
2193,492.0
2194,871.0
2195,966.0
2196,308.0
2197,481.0
2198,801.0
2199,787.0
2200,2532.0
2201,639.0
2202,71.0
2203,1154.0
2204,621.0
2205,1191.0
2206,372.0
2207,18.0
2208,52.0
2209,95.0
2210,140.0
2211,431.0
2212,565.0
2213,1055.0
2214,43.0
2215,250.0
2216,1050.0
2217,611.0
2218,720.0
2219,255.0
2220,296.0
2221,535.0
2222,291.0
2223,172.0
2224,49.0
2225,15.0
2226,97.0
2227,32.0
2228,374.0
2229,149.0
2230,554.0
2231,554.0
2232,2290.0
2233,1167.0
2234,1167.0
2235,846.0
2236,1180.0
2237,7237.0
2238,12465.0
2239,8881.0
2240,1289.0
2241,-1.0
2242,-1.0
2243,-1.0
2244,389.0
2245,761.0
2246,761.0
2247,449.0
2248,639.0
2249,2854.0
2250,2535.0
2251,2247.0
2252,3396.0
2253,1031.0
2254,400.0
2255,977.0
2256,1601.0
2257,323.0
2258,1873.0
2259,328.0
2260,735.0
2261,469.0
2262,464.0
2263,35.0
2264,242.0
2265,148.0
2266,48.0
2267,80.0
2268,59.0
2269,179.0
2270,57.0
2271,72.0
2272,730.0
2273,614.0
2274,372.0
2275,266.0
2276,366.0
2277,973.0
2278,291.0
2279,246.0
2280,146.0
2281,63.0
2282,64.0
2283,42.0
2284,23.0
2285,175.0
2286,712.0
2287,124.0
2288,149.0
2289,149.0
2290,2162.0
2291,2162.0
2292,995.0
2293,3010.0
2294,1180.0
2295,1180.0
2296,7237.0
2297,12465.0
2298,8881.0
2299,1109.0
2300,-1.0
2301,-1.0
2302,-1.0
2303,389.0
2304,389.0
2305,1221.0
2306,897.0
2307,1397.0
2308,2854.0
2309,3331.0
2310,3331.0
2311,3396.0
2312,1491.0
2313,1037.0
2314,1088.0
2315,1066.0
2316,522.0
2317,356.0
2318,403.0
2319,1156.0
2320,1073.0
2321,612.0
2322,1260.0
2323,44.0
2324,90.0
2325,44.0
2326,77.0
2327,43.0
2328,19.0
2329,22.0
2330,465.0
2331,334.0
2332,428.0
2333,116.0
2334,201.0
2335,91.0
2336,629.0
2337,191.0
2338,298.0
2339,281.0
2340,122.0
2341,0.0
2342,30.0
2343,24.0
2344,2.0
2345,1356.0
2346,0.0
2347,694.0
2348,694.0
2349,1675.0
2350,1675.0
2351,3010.0
2352,5795.0
2353,14981.0
2354,14981.0
2355,7237.0
2356,12465.0
2357,7195.0
2358,4022.0
2359,-1.0
2360,-1.0
2361,-1.0
2362,3145.0
2363,3145.0
2364,895.0
2365,1114.0
2366,1397.0
2367,1112.0
2368,3034.0
2369,2844.0
2370,2844.0
2371,1688.0
2372,1088.0
2373,1088.0
2374,307.0
2375,482.0
2376,685.0
2377,1468.0
2378,660.0
2379,727.0
2380,2213.0
2381,1117.0
2382,46.0
2383,89.0
2384,32.0
2385,11.0
2386,86.0
2387,49.0
2388,89.0
2389,465.0
2390,89.0
2391,100.0
2392,201.0
2393,1035.0
2394,927.0
2395,164.0
2396,169.0
2397,54.0
2398,217.0
2399,46.0
2400,219.0
2401,15.0
2402,14.0
2403,129.0
2404,1356.0
2405,694.0
2406,694.0
2407,-1.0
2408,6536.0
2409,6536.0
2410,2005.0
2411,467.0
2412,14981.0
2413,14981.0
2414,-1.0
2415,-1.0
2416,964.0
2417,964.0
2418,-1.0
2419,-1.0
2420,-1.0
2421,3145.0
2422,3145.0
2423,2269.0
2424,2269.0
2425,2269.0
2426,798.0
2427,848.0
2428,2844.0
2429,2893.0
2430,1688.0
2431,1688.0
2432,1075.0
2433,165.0
2434,658.0
2435,685.0
2436,1939.0
2437,595.0
2438,298.0
2439,1396.0
2440,522.0
2441,274.0
2442,0.0
2443,20.0
2444,0.0
2445,0.0
2446,87.0
2447,93.0
2448,228.0
2449,16.0
2450,469.0
2451,77.0
2452,364.0
2453,296.0
2454,457.0
2455,160.0
2456,12.0
2457,162.0
2458,81.0
2459,58.0
2460,350.0
2461,596.0
2462,450.0
2463,178.0
2464,70.0
2465,70.0
2466,1326.0
2467,1485.0
2468,93.0
2469,619.0
2470,2005.0
2471,1150.0
2472,1150.0
2473,2074.0
2474,2074.0
2475,664.0
2476,664.0
2477,506.0
2478,-1.0
2479,87.0
2480,5696.0
2481,1285.0
2482,1285.0
2483,524.0
2484,321.0
2485,848.0
2486,848.0
2487,1728.0
2488,1728.0
2489,905.0
2490,2119.0
2491,2949.0
2492,1487.0
2493,2345.0
2494,2345.0
2495,3891.0
2496,3891.0
2497,441.0
2498,474.0
2499,131.0
2500,319.0
2501,280.0
2502,367.0
2503,687.0
2504,272.0
2505,381.0
2506,127.0
2507,177.0
2508,119.0
2509,227.0
2510,235.0
2511,191.0
2512,792.0
2513,748.0
2514,0.0
2515,28.0
2516,30.0
2517,254.0
2518,716.0
2519,308.0
2520,192.0
2521,53.0
2522,0.0
2523,91.0
2524,496.0
2525,1326.0
2526,1485.0
2527,723.0
2528,1001.0
2529,1267.0
2530,651.0
2531,2074.0
2532,2074.0
2533,199.0
2534,229.0
2535,120.0
2536,-1.0
2537,-1.0
2538,-1.0
2539,5696.0
2540,471.0
2541,1004.0
2542,524.0
2543,321.0
2544,1119.0
2545,848.0
2546,1728.0
2547,1258.0
2548,199.0
2549,1255.0
2550,1255.0
2551,318.0
2552,750.0
2553,3891.0
2554,3891.0
2555,454.0
2556,1146.0
2557,261.0
2558,9.0
2559,744.0
2560,1401.0
2561,451.0
2562,305.0
2563,235.0
2564,66.0
2565,226.0
2566,0.0
2567,3.0
2568,5.0
2569,509.0
2570,364.0
2571,129.0
2572,23.0
2573,17.0
2574,205.0
2575,65.0
2576,332.0
2577,86.0
2578,541.0
2579,1270.0
2580,13.0
2581,0.0
2582,496.0
2583,496.0
2584,558.0
2585,396.0
2586,1189.0
2587,2227.0
2588,1267.0
2589,211.0
2590,211.0
2591,203.0
2592,199.0
2593,1499.0
2594,-1.0
2595,-1.0
2596,-1.0
2597,2360.0
2598,2360.0
2599,934.0
2600,1290.0
2601,1505.0
2602,1119.0
2603,1119.0
2604,2829.0
2605,-1.0
2606,1422.0
2607,1222.0
2608,1222.0
2609,172.0
2610,112.0
2611,2084.0
2612,348.0
2613,906.0
2614,906.0
2615,291.0
2616,535.0
2617,402.0
2618,370.0
2619,670.0
2620,722.0
2621,571.0
2622,571.0
2623,799.0
2624,374.0
2625,322.0
2626,934.0
2627,622.0
2628,247.0
2629,9.0
2630,140.0
2631,21.0
2632,226.0
2633,105.0
2634,153.0
2635,2.0
2636,141.0
2637,1373.0
2638,2196.0
2639,13.0
2640,13.0
2641,126.0
2642,126.0
2643,1412.0
2644,228.0
2645,28.0
2646,2227.0
2647,461.0
2648,211.0
2649,47.0
2650,1106.0
2651,158.0
2652,454.0
2653,570.0
2654,-1.0
2655,-1.0
2656,-1.0
2657,2360.0
2658,1290.0
2659,443.0
2660,3348.0
2661,2829.0
2662,2829.0
2663,1521.0
2664,6706.0
2665,1422.0
2666,1422.0
2667,1222.0
2668,753.0
2669,742.0
2670,379.0
2671,348.0
2672,348.0
2673,1026.0
2674,1443.0
2675,795.0
2676,900.0
2677,317.0
2678,393.0
2679,949.0
2680,949.0
2681,1483.0
2682,717.0
2683,1338.0
2684,467.0
2685,174.0
2686,283.0
2687,343.0
2688,610.0
2689,222.0
2690,679.0
2691,633.0
2692,97.0
2693,78.0
2694,186.0
2695,494.0
2696,914.0
2697,914.0
2698,502.0
2699,2293.0
2700,2293.0
2701,2055.0
2702,1412.0
2703,228.0
2704,684.0
2705,838.0
2706,838.0
2707,2011.0
2708,2011.0
2709,0.0
2710,1852.0
2711,0.0
2712,570.0
2713,-1.0
2714,-1.0
2715,640.0
2716,3276.0
2717,3276.0
2718,3276.0
2719,2420.0
2720,2420.0
2721,1521.0
2722,1132.0
2723,6706.0
2724,1923.0
2725,333.0
2726,1094.0
2727,397.0
2728,413.0
2729,413.0
2730,444.0
2731,917.0
2732,365.0
2733,924.0
2734,2373.0
2735,1493.0
2736,257.0
2737,551.0
2738,484.0
2739,1090.0
2740,1483.0
2741,1483.0
2742,674.0
2743,674.0
2744,274.0
2745,486.0
2746,403.0
2747,307.0
2748,308.0
2749,816.0
2750,503.0
2751,174.0
2752,413.0
2753,186.0
2754,494.0
2755,439.0
2756,1298.0
2757,510.0
2758,1080.0
2759,674.0
2760,356.0
2761,504.0
2762,613.0
2763,273.0
2764,838.0
2765,107.0
2766,125.0
2767,24.0
2768,24.0
2769,24.0
2770,70.0
2771,-1.0
2772,-1.0
2773,-1.0
2774,-1.0
2775,-1.0
2776,3276.0
2777,1740.0
2778,1256.0
2779,1256.0
2780,974.0
2781,996.0
2782,3193.0
2783,1128.0
2784,2233.0
2785,1393.0
2786,634.0
2787,413.0
2788,385.0
2789,374.0
2790,547.0
2791,1032.0
2792,1032.0
2793,2413.0
2794,1855.0
2795,941.0
2796,1046.0
2797,484.0
2798,1090.0
2799,1330.0
2800,18.0
2801,1118.0
2802,193.0
2803,0.0
2804,486.0
2805,708.0
2806,1059.0
2807,270.0
2808,1483.0
2809,125.0
2810,157.0
2811,982.0
2812,1386.0
2813,909.0
2814,785.0
2815,726.0
2816,723.0
2817,1406.0
2818,628.0
2819,381.0
2820,146.0
2821,268.0
2822,346.0
2823,6.0
2824,125.0
2825,316.0
2826,1557.0
2827,1557.0
2828,917.0
2829,917.0
2830,-1.0
2831,-1.0
2832,-1.0
2833,-1.0
2834,2803.0
2835,2803.0
2836,1214.0
2837,280.0
2838,376.0
2839,359.0
2840,347.0
2841,261.0
2842,321.0
2843,1508.0
2844,4013.0
2845,1486.0
2846,1486.0
2847,-1.0
2848,-1.0
2849,-1.0
2850,-1.0
2851,1410.0
2852,1669.0
2853,1800.0
2854,438.0
2855,1046.0
2856,1925.0
2857,1925.0
2858,1449.0
2859,1449.0
2860,1118.0
2861,0.0
2862,59.0
2863,908.0
2864,908.0
2865,1208.0
2866,1002.0
2867,811.0
2868,585.0
2869,157.0
2870,982.0
2871,1386.0
2872,456.0
2873,1014.0
2874,657.0
2875,1198.0
2876,553.0
2877,640.0
2878,381.0
2879,1472.0
2880,184.0
2881,655.0
2882,282.0
2883,471.0
2884,471.0
2885,397.0
2886,397.0
2887,142.0
2888,-1.0
2889,-1.0
2890,544.0
2891,-1.0
2892,-1.0
2893,-1.0
2894,2803.0
2895,1440.0
2896,727.0
2897,183.0
2898,335.0
2899,363.0
2900,584.0
2901,1096.0
2902,2364.0
2903,839.0
2904,1953.0
2905,1953.0
2906,-1.0
2907,-1.0
2908,-1.0
2909,-1.0
2910,1410.0
2911,3249.0
2912,3249.0
2913,1216.0
2914,-1.0
2915,296.0
2916,258.0
2917,1449.0
2918,1449.0
2919,-1.0
2920,-1.0
2921,0.0
2922,191.0
2923,66.0
2924,1090.0
2925,3189.0
2926,1448.0
2927,600.0
2928,-1.0
2929,-1.0
2930,-1.0
2931,-1.0
2932,794.0
2933,1014.0
2934,1674.0
2935,1899.0
2936,-1.0
2937,536.0
2938,1472.0
2939,1472.0
2940,655.0
2941,-1.0
2942,-1.0
2943,-1.0
2944,-1.0
2945,-1.0
2946,-1.0
2947,219.0
2948,544.0
2949,-1.0
2950,-1.0
2951,-1.0
2952,-1.0
2953,-1.0
2954,-1.0
2955,450.0
2956,-1.0
2957,-1.0
2958,403.0
2959,1497.0
2960,411.0
2961,340.0
2962,-1.0
2963,-1.0
2964,-1.0
2965,-1.0
2966,-1.0
2967,-1.0
2968,-1.0
2969,-1.0
2970,-1.0
2971,3249.0
2972,-1.0
2973,-1.0
2974,-1.0
2975,-1.0
2976,-1.0
2977,-1.0
2978,-1.0
2979,-1.0
2980,26.0
2981,-1.0
2982,629.0
2983,297.0
2984,-1.0
2985,-1.0
2986,-1.0
2987,-1.0
2988,-1.0
2989,-1.0
2990,-1.0
2991,794.0
2992,-1.0
2993,-1.0
2994,1899.0
2995,-1.0
2996,536.0
2997,-1.0
2998,-1.0
2999,-1.0
3000,-1.0
3001,-1.0
3002,-1.0
3003,-1.0
3004,-1.0
3005,-1.0
3006,-1.0
3007,-1.0
3008,-1.0
