Grid_Number,Del_popu_Education
1957,5136.0
1958,5136.0
1959,-1.0
1960,2419.0
1961,937.0
1962,937.0
1963,1059.0
1964,730.0
1965,0.0
1966,0.0
1967,4706.0
1968,3642.0
1969,791.0
1970,2613.0
1971,3875.0
1972,1626.0
1973,5556.0
1974,7309.0
1975,5547.0
1976,6506.0
1977,3808.0
1978,4908.0
1979,5808.0
1980,2773.0
1981,6710.0
1982,7510.0
1983,2914.0
1984,2570.0
1985,4076.0
1986,5227.0
1987,2104.0
1988,436.0
1989,842.0
1990,15669.0
1991,10672.0
1992,2353.0
1993,2626.0
1994,107.0
1995,311.0
1996,2895.0
1997,1650.0
1998,1650.0
1999,503.0
2000,1283.0
2001,9189.0
2002,2942.0
2003,323.0
2004,323.0
2005,969.0
2006,5136.0
2007,3311.0
2008,-1.0
2009,-1.0
2010,2419.0
2011,2419.0
2012,730.0
2013,730.0
2014,0.0
2015,0.0
2016,2977.0
2017,2977.0
2018,722.0
2019,3619.0
2020,5194.0
2021,1427.0
2022,686.0
2023,2932.0
2024,5670.0
2025,1912.0
2026,6388.0
2027,1584.0
2028,3626.0
2029,12272.0
2030,6137.0
2031,7306.0
2032,2708.0
2033,3348.0
2034,11540.0
2035,5534.0
2036,7917.0
2037,354.0
2038,354.0
2039,4530.0
2040,1215.0
2041,168.0
2042,372.0
2043,1282.0
2044,715.0
2045,0.0
2046,1281.0
2047,2128.0
2048,216.0
2049,1283.0
2050,386.0
2051,1362.0
2052,73.0
2053,479.0
2054,969.0
2055,1324.0
2056,-1.0
2057,-1.0
2058,172.0
2059,172.0
2060,116.0
2061,116.0
2062,730.0
2063,1827.0
2064,1827.0
2065,314.0
2066,175.0
2067,330.0
2068,743.0
2069,1916.0
2070,5852.0
2071,7001.0
2072,1654.0
2073,2621.0
2074,5769.0
2075,1394.0
2076,1234.0
2077,14800.0
2078,33112.0
2079,20432.0
2080,18440.0
2081,11073.0
2082,11376.0
2083,11649.0
2084,1431.0
2085,538.0
2086,4049.0
2087,2685.0
2088,2684.0
2089,5542.0
2090,2442.0
2091,4621.0
2092,579.0
2093,486.0
2094,672.0
2095,2126.0
2096,6705.0
2097,3418.0
2098,48.0
2099,623.0
2100,651.0
2101,2079.0
2102,1221.0
2103,1221.0
2104,987.0
2105,702.0
2106,-1.0
2107,-1.0
2108,611.0
2109,116.0
2110,116.0
2111,421.0
2112,973.0
2113,307.0
2114,314.0
2115,1281.0
2116,1281.0
2117,665.0
2118,350.0
2119,3232.0
2120,1610.0
2121,3777.0
2122,6677.0
2123,5746.0
2124,4753.0
2125,10046.0
2126,8655.0
2127,33112.0
2128,5269.0
2129,10622.0
2130,281.0
2131,5867.0
2132,3347.0
2133,4440.0
2134,1354.0
2135,1425.0
2136,4336.0
2137,3962.0
2138,4898.0
2139,2032.0
2140,3115.0
2141,2669.0
2142,1146.0
2143,1474.0
2144,8652.0
2145,7619.0
2146,7619.0
2147,991.0
2148,303.0
2149,3230.0
2150,2441.0
2151,1415.0
2152,1230.0
2153,1592.0
2154,702.0
2155,-1.0
2156,113.0
2157,611.0
2158,713.0
2159,713.0
2160,421.0
2161,973.0
2162,842.0
2163,425.0
2164,286.0
2165,347.0
2166,1042.0
2167,2905.0
2168,1942.0
2169,8996.0
2170,83.0
2171,3718.0
2172,3942.0
2173,2929.0
2174,5660.0
2175,5387.0
2176,15158.0
2177,11302.0
2178,3632.0
2179,1371.0
2180,5036.0
2181,2275.0
2182,5822.0
2183,7800.0
2184,5508.0
2185,1033.0
2186,3937.0
2187,2254.0
2188,5329.0
2189,5242.0
2190,680.0
2191,4728.0
2192,3504.0
2193,5637.0
2194,16729.0
2195,1163.0
2196,991.0
2197,371.0
2198,1596.0
2199,2242.0
2200,1415.0
2201,144.0
2202,562.0
2203,1102.0
2204,-1.0
2205,538.0
2206,2533.0
2207,1962.0
2208,933.0
2209,758.0
2210,415.0
2211,1170.0
2212,425.0
2213,2572.0
2214,553.0
2215,807.0
2216,3397.0
2217,5476.0
2218,7756.0
2219,13176.0
2220,1039.0
2221,1933.0
2222,1221.0
2223,9276.0
2224,7834.0
2225,6857.0
2226,2018.0
2227,819.0
2228,882.0
2229,4189.0
2230,4295.0
2231,4050.0
2232,3427.0
2233,1161.0
2234,5613.0
2235,7050.0
2236,3333.0
2237,2216.0
2238,10174.0
2239,3408.0
2240,4984.0
2241,3245.0
2242,2127.0
2243,6165.0
2244,1994.0
2245,170.0
2246,371.0
2247,1596.0
2248,1532.0
2249,1532.0
2250,144.0
2251,139.0
2252,-1.0
2253,-1.0
2254,1186.0
2255,2348.0
2256,3755.0
2257,639.0
2258,2739.0
2259,526.0
2260,797.0
2261,765.0
2262,2929.0
2263,3278.0
2264,4907.0
2265,11366.0
2266,1423.0
2267,5406.0
2268,4643.0
2269,3614.0
2270,3022.0
2271,3798.0
2272,5314.0
2273,2608.0
2274,1715.0
2275,10579.0
2276,1880.0
2277,1625.0
2278,4994.0
2279,13492.0
2280,6981.0
2281,10388.0
2282,4998.0
2283,5627.0
2284,1914.0
2285,5495.0
2286,8283.0
2287,13638.0
2288,5097.0
2289,135.0
2290,0.0
2291,321.0
2292,698.0
2293,84.0
2294,0.0
2295,25.0
2296,339.0
2297,1532.0
2298,665.0
2299,963.0
2300,503.0
2301,299.0
2302,-1.0
2303,3064.0
2304,4117.0
2305,6456.0
2306,6331.0
2307,4046.0
2308,3030.0
2309,2062.0
2310,5352.0
2311,3486.0
2312,3530.0
2313,4499.0
2314,1220.0
2315,2157.0
2316,2005.0
2317,3291.0
2318,3166.0
2319,7773.0
2320,4297.0
2321,1386.0
2322,2956.0
2323,15536.0
2324,2253.0
2325,7993.0
2326,7066.0
2327,5293.0
2328,6878.0
2329,13222.0
2330,6961.0
2331,11638.0
2332,9069.0
2333,2153.0
2334,8679.0
2335,252.0
2336,6006.0
2337,668.0
2338,0.0
2339,1740.0
2340,0.0
2341,228.0
2342,3021.0
2343,206.0
2344,60.0
2345,60.0
2346,1141.0
2347,448.0
2348,963.0
2349,-1.0
2350,-1.0
2351,-1.0
2352,3802.0
2353,4383.0
2354,1983.0
2355,6338.0
2356,3068.0
2357,1138.0
2358,6027.0
2359,2619.0
2360,4374.0
2361,2222.0
2362,3883.0
2363,4905.0
2364,1981.0
2365,1846.0
2366,10804.0
2367,2897.0
2368,7773.0
2369,3261.0
2370,906.0
2371,3934.0
2372,4689.0
2373,4283.0
2374,6184.0
2375,5310.0
2376,1977.0
2377,1762.0
2378,8489.0
2379,4081.0
2380,3465.0
2381,2610.0
2382,282.0
2383,1477.0
2384,0.0
2385,2903.0
2386,634.0
2387,440.0
2388,1740.0
2389,228.0
2390,228.0
2391,2719.0
2392,3021.0
2393,3035.0
2394,852.0
2395,172.0
2396,422.0
2397,1024.0
2398,1324.0
2399,-1.0
2400,-1.0
2401,2931.0
2402,4412.0
2403,1507.0
2404,591.0
2405,1530.0
2406,1155.0
2407,2541.0
2408,586.0
2409,4266.0
2410,1136.0
2411,2974.0
2412,6490.0
2413,5852.0
2414,2665.0
2415,2375.0
2416,4631.0
2417,2130.0
2418,1332.0
2419,3322.0
2420,11832.0
2421,15645.0
2422,14069.0
2423,19552.0
2424,2311.0
2425,2114.0
2426,2250.0
2427,2959.0
2428,5717.0
2429,2809.0
2430,5097.0
2431,297.0
2432,4520.0
2433,3665.0
2434,215.0
2435,0.0
2436,0.0
2437,20.0
2438,0.0
2439,1661.0
2440,2393.0
2441,-1.0
2442,-1.0
2443,3035.0
2444,688.0
2445,-1.0
2446,1024.0
2447,1324.0
2448,426.0
2449,-1.0
2450,-1.0
2451,1318.0
2452,1557.0
2453,-1.0
2454,-1.0
2455,527.0
2456,201.0
2457,406.0
2458,922.0
2459,1181.0
2460,351.0
2461,650.0
2462,-1.0
2463,4133.0
2464,241.0
2465,3631.0
2466,-1.0
2467,3803.0
2468,1778.0
2469,2581.0
2470,7752.0
2471,10466.0
2472,-1.0
2473,1586.0
2474,-1.0
2475,10780.0
2476,-1.0
2477,3387.0
2478,9973.0
2479,7628.0
2480,638.0
2481,-1.0
2482,2783.0
2483,56.0
2484,0.0
2485,-1.0
2486,0.0
2487,1428.0
2488,843.0
2489,-1.0
2490,-1.0
2491,-1.0
2492,-1.0
2493,688.0
2494,-1.0
2495,-1.0
2496,-1.0
2497,-1.0
2498,-1.0
