Grid_Number,Ban_n_Health
2122,10.0
2123,10.0
2124,5.0
2125,5.0
2126,8.0
2127,26.0
2128,32.0
2129,35.0
2130,33.0
2131,34.0
2132,40.0
2133,44.0
2134,45.0
2135,31.0
2136,97.0
2137,130.0
2138,155.0
2139,193.0
2140,185.0
2141,234.0
2142,260.0
2143,282.0
2144,276.0
2145,248.0
2146,294.0
2147,331.0
2148,410.0
2149,467.0
2150,464.0
2151,515.0
2152,134.0
2153,726.0
2154,768.0
2155,838.0
2156,932.0
2157,1071.0
2158,1159.0
2159,175.0
2160,871.0
2161,815.0
2162,769.0
2163,681.0
2164,484.0
2165,327.0
2166,201.0
2167,91.0
2168,56.0
2169,39.0
2170,38.0
2171,31.0
2172,28.0
2173,22.0
2174,18.0
2175,17.0
2176,18.0
2177,14.0
2178,11.0
2179,12.0
2180,11.0
2181,11.0
2182,9.0
2183,5.0
2184,5.0
2185,17.0
2186,31.0
2187,33.0
2188,32.0
2189,33.0
2190,36.0
2191,40.0
2192,41.0
2193,43.0
2194,42.0
2195,92.0
2196,111.0
2197,125.0
2198,171.0
2199,185.0
2200,200.0
2201,226.0
2202,245.0
2203,253.0
2204,195.0
2205,223.0
2206,270.0
2207,285.0
2208,318.0
2209,356.0
2210,451.0
2211,522.0
2212,81.0
2213,133.0
2214,157.0
2215,850.0
2216,97.0
2217,101.0
2218,162.0
2219,180.0
2220,762.0
2221,643.0
2222,518.0
2223,405.0
2224,261.0
2225,118.0
2226,61.0
2227,41.0
2228,33.0
2229,28.0
2230,23.0
2231,21.0
2232,18.0
2233,15.0
2234,15.0
2235,16.0
2236,12.0
2237,7.0
2238,8.0
2239,8.0
2240,8.0
2241,7.0
2242,5.0
2243,5.0
2244,15.0
2245,31.0
2246,30.0
2247,30.0
2248,33.0
2249,36.0
2250,40.0
2251,43.0
2252,44.0
2253,44.0
2254,83.0
2255,100.0
2256,115.0
2257,156.0
2258,179.0
2259,184.0
2260,191.0
2261,209.0
2262,186.0
2263,146.0
2264,156.0
2265,174.0
2266,176.0
2267,247.0
2268,297.0
2269,416.0
2270,506.0
2271,560.0
2272,623.0
2273,224.0
2274,804.0
2275,119.0
2276,888.0
2277,158.0
2278,177.0
2279,159.0
2280,558.0
2281,420.0
2282,335.0
2283,220.0
2284,105.0
2285,43.0
2286,31.0
2287,26.0
2288,18.0
2289,24.0
2290,25.0
2291,23.0
2292,21.0
2293,15.0
2294,12.0
2295,7.0
2296,7.0
2297,7.0
2298,9.0
2299,9.0
2300,7.0
2301,2.0
2302,2.0
2303,3.0
2304,27.0
2305,29.0
2306,30.0
2307,32.0
2308,34.0
2309,41.0
2310,42.0
2311,43.0
2312,40.0
2313,60.0
2314,101.0
2315,112.0
2316,133.0
2317,155.0
2318,163.0
2319,159.0
2320,160.0
2321,142.0
2322,105.0
2323,103.0
2324,104.0
2325,145.0
2326,188.0
2327,271.0
2328,396.0
2329,495.0
2330,532.0
2331,564.0
2332,687.0
2333,753.0
2334,819.0
2335,855.0
2336,848.0
2337,733.0
2338,614.0
2339,490.0
2340,359.0
2341,269.0
2342,125.0
2343,67.0
2344,42.0
2345,24.0
2346,23.0
2347,25.0
2348,21.0
2349,16.0
2350,19.0
2351,16.0
2352,15.0
2353,13.0
2354,6.0
2355,8.0
2356,9.0
2357,8.0
2358,6.0
2359,6.0
2360,2.0
2361,3.0
2362,4.0
2363,20.0
2364,30.0
2365,32.0
2366,32.0
2367,35.0
2368,37.0
2369,39.0
2370,36.0
2371,29.0
2372,62.0
2373,108.0
2374,118.0
2375,110.0
2376,132.0
2377,137.0
2378,136.0
2379,128.0
2380,72.0
2381,78.0
2382,83.0
2383,77.0
2384,87.0
2385,121.0
2386,181.0
2387,304.0
2388,399.0
2389,483.0
2390,587.0
2391,618.0
2392,670.0
2393,185.0
2394,789.0
2395,760.0
2396,621.0
2397,507.0
2398,444.0
2399,306.0
2400,165.0
2401,103.0
2402,55.0
2403,41.0
2404,25.0
2405,29.0
2406,23.0
2407,18.0
2408,16.0
2409,15.0
2410,12.0
2411,12.0
2412,13.0
2413,7.0
2414,8.0
2415,8.0
2416,7.0
2417,7.0
2418,4.0
2419,2.0
2420,3.0
2421,4.0
2422,5.0
2423,22.0
2424,30.0
2425,33.0
2426,35.0
2427,35.0
2428,29.0
2429,21.0
2430,47.0
2431,69.0
2432,84.0
2433,103.0
2434,127.0
2435,122.0
2436,115.0
2437,118.0
2438,55.0
2439,65.0
2440,64.0
2441,59.0
2442,69.0
2443,90.0
2444,102.0
2445,130.0
2446,218.0
2447,340.0
2448,436.0
2449,540.0
2450,589.0
2451,639.0
2452,666.0
2453,684.0
2454,677.0
2455,556.0
2456,463.0
2457,405.0
2458,252.0
2459,139.0
2460,70.0
2461,50.0
2462,38.0
2463,25.0
2464,30.0
2465,22.0
2466,21.0
2467,20.0
2468,16.0
2469,13.0
2470,11.0
2471,13.0
2472,12.0
2473,8.0
2474,7.0
2475,7.0
2476,7.0
2477,4.0
2478,4.0
2479,5.0
2480,6.0
2481,4.0
2482,4.0
2483,7.0
2484,20.0
2485,22.0
2486,13.0
2487,12.0
2488,41.0
2489,50.0
2490,56.0
2491,65.0
2492,78.0
2493,82.0
2494,80.0
2495,73.0
2496,37.0
2497,38.0
2498,62.0
2499,63.0
2500,67.0
2501,71.0
2502,80.0
2503,97.0
2504,100.0
2505,142.0
2506,232.0
2507,352.0
2508,429.0
2509,524.0
2510,571.0
2511,577.0
2512,551.0
2513,520.0
2514,453.0
2515,381.0
2516,291.0
2517,168.0
2518,136.0
2519,98.0
2520,87.0
2521,77.0
2522,68.0
2523,46.0
2524,22.0
2525,21.0
2526,20.0
2527,16.0
2528,15.0
2529,11.0
2530,10.0
2531,11.0
2532,5.0
2533,7.0
2534,7.0
2535,7.0
2536,7.0
2537,4.0
2538,7.0
2539,7.0
2540,7.0
2541,6.0
2542,7.0
2543,8.0
2544,11.0
2545,11.0
2546,20.0
2547,47.0
2548,52.0
2549,55.0
2550,55.0
2551,53.0
2552,53.0
2553,54.0
2554,57.0
2555,41.0
2556,47.0
2557,64.0
2558,66.0
2559,66.0
2560,65.0
2561,73.0
2562,85.0
2563,91.0
2564,104.0
2565,162.0
2566,200.0
2567,316.0
2568,418.0
2569,467.0
2570,476.0
2571,434.0
2572,391.0
2573,368.0
2574,298.0
2575,203.0
2576,144.0
2577,152.0
2578,110.0
2579,92.0
2580,87.0
2581,68.0
2582,69.0
2583,51.0
2584,20.0
2585,15.0
2586,15.0
2587,16.0
2588,12.0
2589,10.0
2590,11.0
2591,5.0
2592,6.0
2593,7.0
2594,7.0
2595,4.0
2596,6.0
2597,7.0
2598,7.0
2599,11.0
2600,15.0
2601,15.0
2602,17.0
2603,15.0
2604,27.0
2605,50.0
2606,64.0
2607,68.0
2608,67.0
2609,60.0
2610,56.0
2611,56.0
2612,55.0
2613,55.0
2614,60.0
2615,48.0
2616,63.0
2617,65.0
2618,66.0
2619,61.0
2620,64.0
2621,80.0
2622,86.0
2623,77.0
2624,117.0
2625,166.0
2626,210.0
2627,257.0
2628,362.0
2629,360.0
2630,349.0
2631,343.0
2632,306.0
2633,230.0
2634,138.0
2635,156.0
2636,146.0
2637,104.0
2638,87.0
2639,76.0
2640,72.0
2641,74.0
2642,67.0
2643,25.0
2644,16.0
2645,15.0
2646,16.0
2647,12.0
2648,14.0
2649,13.0
2650,7.0
2651,8.0
2652,8.0
2653,5.0
2654,4.0
2655,6.0
2656,7.0
2657,12.0
2658,15.0
2659,19.0
2660,28.0
2661,35.0
2662,56.0
2663,73.0
2664,84.0
2665,97.0
2666,84.0
2667,77.0
2668,71.0
2669,62.0
2670,58.0
2671,56.0
2672,58.0
2673,56.0
2674,43.0
2675,53.0
2676,59.0
2677,59.0
2678,59.0
2679,58.0
2680,61.0
2681,75.0
2682,67.0
2683,79.0
2684,135.0
2685,182.0
2686,204.0
2687,249.0
2688,274.0
2689,257.0
2690,224.0
2691,192.0
2692,149.0
2693,136.0
2694,158.0
2695,133.0
2696,99.0
2697,80.0
2698,74.0
2699,73.0
2700,72.0
2701,73.0
2702,40.0
2703,17.0
2704,16.0
2705,16.0
2706,15.0
2707,14.0
2708,7.0
2709,7.0
2710,7.0
2711,8.0
2712,8.0
2713,4.0
2714,6.0
2715,9.0
2716,15.0
2717,22.0
2718,32.0
2719,41.0
2720,69.0
2721,152.0
2722,172.0
2723,178.0
2724,179.0
2725,117.0
2726,99.0
2727,73.0
2728,66.0
2729,56.0
2730,49.0
2731,49.0
2732,40.0
2733,38.0
2734,40.0
2735,54.0
2736,58.0
2737,59.0
2738,56.0
2739,58.0
2740,47.0
2741,29.0
2742,32.0
2743,60.0
2744,137.0
2745,155.0
2746,176.0
2747,224.0
2748,205.0
2749,192.0
2750,148.0
2751,123.0
2752,124.0
2753,140.0
2754,99.0
2755,80.0
2756,75.0
2757,72.0
2758,74.0
2759,67.0
2760,64.0
2761,48.0
2762,17.0
2763,16.0
2764,18.0
2765,15.0
2766,7.0
2767,7.0
2768,7.0
2769,6.0
2770,7.0
2771,8.0
2772,7.0
2773,6.0
2774,11.0
2775,19.0
2776,25.0
2777,39.0
2778,74.0
2779,144.0
2780,169.0
2781,176.0
2782,175.0
2783,188.0
2784,184.0
2785,141.0
2786,80.0
2787,68.0
2788,57.0
2789,48.0
2790,36.0
2791,32.0
2792,37.0
2793,37.0
2794,38.0
2795,50.0
2796,53.0
2797,51.0
2798,51.0
2799,20.0
2800,12.0
2801,15.0
2802,18.0
2803,40.0
2804,68.0
2805,105.0
2806,114.0
2807,143.0
2808,142.0
2809,126.0
2810,112.0
2811,89.0
2812,95.0
2813,90.0
2814,73.0
2815,67.0
2816,68.0
2817,68.0
2818,69.0
2819,67.0
2820,43.0
2821,9.0
2822,8.0
2823,11.0
2824,7.0
2825,7.0
2826,7.0
2827,6.0
2828,6.0
2829,6.0
2830,7.0
2831,6.0
2832,5.0
2833,14.0
2834,20.0
2835,29.0
2836,43.0
2837,132.0
2838,118.0
2839,126.0
2840,174.0
2841,175.0
2842,168.0
2843,187.0
2844,173.0
2845,97.0
2846,70.0
2847,51.0
2848,41.0
2849,15.0
2850,26.0
2851,27.0
2852,34.0
2853,38.0
2854,39.0
2855,38.0
2856,34.0
2857,27.0
2858,7.0
2859,12.0
2860,12.0
2861,18.0
2862,21.0
2863,35.0
2864,50.0
2865,57.0
2866,58.0
2867,59.0
2868,61.0
2869,48.0
2870,42.0
2871,78.0
2872,72.0
2873,66.0
2874,67.0
2875,66.0
2876,67.0
2877,67.0
2878,65.0
2879,23.0
2880,7.0
2881,7.0
2882,8.0
2883,6.0
2884,6.0
2885,5.0
2886,6.0
2887,6.0
2888,5.0
2889,5.0
2890,6.0
2891,5.0
2892,13.0
2893,19.0
2894,29.0
2895,59.0
2896,132.0
2897,115.0
2898,123.0
2899,127.0
2900,175.0
2901,167.0
2902,163.0
2903,150.0
2904,131.0
2905,65.0
2906,30.0
2907,18.0
2908,12.0
2909,20.0
2910,25.0
2911,23.0
2912,26.0
2913,29.0
2914,23.0
2915,19.0
2916,13.0
2917,5.0
2918,11.0
2919,10.0
2920,16.0
2921,18.0
2922,19.0
2923,25.0
2924,29.0
2925,34.0
2926,29.0
2927,25.0
2928,24.0
2929,16.0
2930,36.0
2931,66.0
2932,65.0
2933,64.0
2934,64.0
2935,66.0
2936,64.0
2937,48.0
2938,14.0
2939,7.0
2940,3.0
2941,6.0
2942,6.0
2943,5.0
2944,5.0
2945,5.0
2946,5.0
2947,5.0
2948,5.0
2949,5.0
2950,5.0
2951,11.0
2952,17.0
2953,27.0
2954,58.0
2955,133.0
2956,152.0
2957,122.0
2958,125.0
2959,123.0
2960,165.0
2961,160.0
2962,145.0
2963,111.0
2964,44.0
2965,15.0
2966,8.0
2967,10.0
2968,10.0
2969,16.0
2970,20.0
2971,22.0
2972,20.0
2973,19.0
2974,13.0
2975,5.0
2976,5.0
2977,8.0
2978,10.0
2979,15.0
2980,17.0
2981,17.0
2982,18.0
2983,21.0
2984,24.0
2985,27.0
2986,21.0
2987,21.0
2988,15.0
2989,16.0
2990,29.0
2991,58.0
2992,64.0
2993,63.0
2994,53.0
2995,40.0
2996,15.0
2997,9.0
2998,3.0
2999,3.0
3000,2.0
3001,5.0
3002,5.0
3003,5.0
3004,5.0
3005,5.0
3006,5.0
3007,5.0
3008,3.0
